Year,Period of coverage,Breakdown,Level,Level description,Condition,General population mortality rate,Mental health DSR,Mental health lower CI,Mental health upper CI,Indicator value,SMR lower CI,SMR upper CI,MH deaths (numerator MH mortality rate and SMR),Expected (denominator SMR),MH population (denominator MH mortality rate),General population deaths,General population
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E10000008,Devon,All,409.6,"1,476.60","1,314.00","1,653.50",315.3,281.4,352.1,315,99.9,"27,694","2,164","528,300"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E08000017,Doncaster,All,489,"1,530.20","1,288.50","1,803.60",385.3,325.4,453.2,146,37.9,"9,981","1,043","213,300"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E10000009,Dorset,All,406.1,"1,521.30","1,268.60","1,808.50",306.5,257,362.8,135,44,"11,209","1,156","284,600"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E08000027,Dudley,All,437.5,"1,344.70","1,080.40","1,652.50",317.7,257,388.3,95,29.9,"9,403",956,"218,500"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000009,Ealing,All,282.5,867.5,701.2,"1,060.90",290.8,235.8,354.7,97,33.4,"9,710",693,"245,300"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000011,East Riding of Yorkshire,All,444.4,"1,428.00","1,190.20","1,698.00",295.4,248,349.2,137,46.4,"14,227","1,058","238,100"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E10000011,East Sussex,All,436.1,"1,290.10","1,132.20","1,463.30",279.4,246.3,315.6,258,92.4,"27,884","1,590","364,600"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000010,Enfield,All,270,899.4,724.2,"1,103.70",284.6,230,348.2,94,33,"10,650",589,"218,200"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E10000012,Essex,All,379.3,"1,200.00","1,087.50","1,320.90",291.6,264.8,320.4,432,148.1,"43,424","3,733","984,200"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E08000020,Gateshead,All,495.3,"1,670.20","1,371.30","2,013.90",402.4,331.7,483.8,113,28.1,"6,761",707,"142,700"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E10000013,Gloucestershire,All,379.1,"1,303.90","1,136.80","1,488.30",309.9,271.1,352.8,229,73.9,"22,061","1,611","425,000"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000011,Greenwich,All,302.7,"1,002.30",819.8,"1,213.10",368,301.6,444.7,107,29.1,"10,157",560,"185,000"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000012,Hackney,All,274.2,661.8,528.6,817.6,303.6,244.1,373.1,90,29.6,"11,616",511,"186,400"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000006,Halton,All,537.6,"1,949.60","1,562.50","2,401.40",497.3,401.4,609.2,93,18.7,"5,341",480,"89,300"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000013,Hammersmith and Fulham,All,263.7,817.5,613.5,"1,064.90",312.7,238.7,402.6,60,19.2,"6,223",368,"139,600"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E10000014,Hampshire,All,347.7,"1,410.00","1,277.60","1,552.10",336.4,305.4,369.6,433,128.7,"35,966","3,229","928,500"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000014,Haringey,All,252.4,761.9,609.9,939.9,297.2,238.6,365.7,89,30,"11,195",481,"190,600"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000015,Harrow,All,256.9,860.1,661.9,"1,098.10",258.5,199.9,328.8,66,25.5,"7,310",438,"170,500"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000001,Hartlepool,All,541.7,"2,244.20","1,711.90","2,886.50",564.2,433.5,721.8,63,11.2,"3,196",348,"64,200"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000016,Havering,All,401.4,"1,050.30",797.5,"1,357.30",271.7,206.9,350.5,59,21.7,"6,160",667,"166,200"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000019,"Herefordshire, County of",All,391.8,"1,245.90",937.6,"1,621.50",280.1,212.1,362.9,57,20.4,"5,479",509,"129,900"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E10000015,Hertfordshire,All,327.2,"1,281.60","1,129.00","1,448.80",351,309.7,396.2,261,74.4,"21,906","2,567","784,400"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000017,Hillingdon,All,313,"1,092.10",891.4,"1,323.90",340.6,278.9,412,106,31.1,"10,593",620,"198,100"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000018,Hounslow,All,276.8,804.2,615.8,"1,031.30",282.5,217.6,360.7,64,22.7,"7,061",518,"187,200"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000046,Isle of Wight,All,479.7,733.1,588.7,901.3,139.4,112.7,170.6,94,67.4,"12,920",464,"96,700"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000053,Isles of Scilly,All,*,*,*,*,*,*,*,*,*,*,*,"1,600"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000019,Islington,All,249.2,842.4,676.4,"1,036.20",364.9,294.5,447.1,93,25.5,"9,310",412,"165,300"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000020,Kensington and Chelsea,All,219.1,731.3,522.1,994.9,230.9,166.4,312.1,42,18.2,"5,303",264,"120,500"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E10000016,Kent,All,388,"1,364.10","1,251.80","1,483.60",323.4,297.2,351.3,560,173.2,"46,909","3,988","1,027,800"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000010,"Kingston upon Hull, City of",All,449.7,"1,095.00",920.5,"1,291.80",341,289.1,399.5,153,44.9,"18,472",831,"184,800"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000021,Kingston upon Thames,All,239.2,796.4,539.2,"1,131.50",247.3,169.2,349.1,32,12.9,"3,886",284,"118,700"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E08000034,Kirklees,All,388,"1,290.70","1,096.80","1,508.60",344.7,293.6,402,162,47,"13,964","1,157","298,200"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E08000011,Knowsley,All,557.5,"1,848.30","1,519.20","2,226.20",492,406.6,590.1,116,23.6,"6,681",569,"102,100"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000022,Lambeth,All,239.5,691,576.6,821,314,263.1,371.8,134,42.7,"14,798",570,"238,000"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E10000017,Lancashire,All,450,"1,139.00","1,055.80","1,226.90",273.8,254.5,294.1,746,272.5,"92,258","3,746","832,400"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E08000035,Leeds,All,379.1,"1,404.60","1,262.90","1,557.70",414.9,373.8,459.4,371,89.4,"27,304","2,073","546,800"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000016,Leicester,All,368,"1,269.30","1,086.60","1,473.60",440.2,377.4,510.5,175,39.8,"13,014",863,"234,500"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E10000018,Leicestershire,All,362.9,"1,579.00","1,389.20","1,787.10",384.5,339.1,434.3,259,67.4,"18,199","1,694","466,800"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000023,Lewisham,All,253,691.7,557.8,847.7,259.9,210.3,317.8,95,36.5,"12,621",517,"204,300"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E10000019,Lincolnshire,All,463.3,"1,231.80","1,114.60","1,357.70",264.1,239.6,290.5,424,160.5,"46,894","2,362","509,900"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E08000012,Liverpool,All,493.7,"1,574.50","1,408.70","1,754.20",494.1,443.1,549.5,341,69,"20,917","1,720","348,400"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000032,Luton,All,356.1,975.4,728.8,"1,278.10",320.4,240,419.2,53,16.5,"5,146",503,"141,300"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E08000003,Manchester,All,381.9,"1,025.80",912.3,"1,149.40",426.7,380.2,477.3,306,71.7,"25,021","1,440","377,100"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000035,Medway,All,381.1,"1,126.50",893.9,"1,400.20",316.6,252.5,392,84,26.5,"8,622",724,"190,000"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000024,Merton,All,258.9,"1,168.40",877.8,"1,523.10",392.5,296.5,509.8,56,14.3,"4,411",379,"146,400"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000002,Middlesbrough,All,500.7,"1,738.00","1,401.20","2,129.40",481.4,390.8,586.7,98,20.4,"6,737",486,"97,100"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000042,Milton Keynes,All,340.9,827.7,599,"1,114.20",243.9,177.2,327.4,44,18,"5,878",603,"176,900"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E08000021,Newcastle upon Tyne,All,365.2,"1,122.10",942.9,"1,324.90",357.5,301.5,420.9,144,40.3,"12,227",761,"208,400"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000025,Newham,All,243.3,734.1,600.8,887.8,340.6,279.7,410.8,109,32,"11,831",547,"224,900"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E10000020,Norfolk,All,413.1,"1,746.40","1,537.10","1,975.80",385.9,340.7,435.4,264,68.4,"17,105","2,512","608,100"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000012,North East Lincolnshire,All,498,"1,665.20","1,296.90","2,104.10",401.6,314.2,505.7,72,17.9,"5,195",555,"111,400"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000013,North Lincolnshire,All,488.6,"2,293.90","1,826.20","2,842.50",519.3,415.9,640.6,87,16.8,"4,485",580,"118,700"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000024,North Somerset,All,406.3,"1,703.40","1,309.20","2,176.40",379.2,293.9,481.6,67,17.7,"4,515",575,"141,500"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E08000022,North Tyneside,All,461,"1,785.00","1,471.30","2,144.70",451.7,373.9,541,118,26.1,"7,215",662,"143,600"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E10000023,North Yorkshire,All,411.6,"1,682.00","1,478.80","1,904.80",366.2,322.8,413.7,258,70.5,"17,985","1,747","424,500"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E10000021,Northamptonshire,All,393.3,"1,453.60","1,261.20","1,666.50",376.6,328,430.5,215,57.1,"16,705","1,940","493,200"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000048,Northumberland,All,457.8,"1,565.00","1,345.70","1,809.20",344.4,297.3,396.9,191,55.5,"14,922","1,031","225,200"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000018,Nottingham,All,364.9,"1,134.00",950.9,"1,341.60",418.9,352.4,494.3,140,33.4,"12,667",831,"227,700"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E10000024,Nottinghamshire,All,427.2,"1,586.40","1,418.70","1,768.10",380.4,341.1,422.9,342,89.9,"26,338","2,396","560,800"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E08000004,Oldham,All,465.8,"1,253.30","1,021.30","1,521.60",345.1,282.3,417.8,105,30.4,"9,128",718,"154,100"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E10000025,Oxfordshire,All,319.3,"1,555.20","1,342.90","1,790.90",412,357.2,473,202,49,"15,482","1,502","470,300"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000031,Peterborough,All,385.4,"1,121.70",878.3,"1,410.10",341.2,269.3,426.4,77,22.6,"8,527",497,"129,000"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000026,Plymouth,All,428.9,"1,517.80","1,255.40","1,817.90",420.3,349.3,501.4,123,29.3,"8,978",802,"187,000"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000029,Poole,All,376.5,"1,987.30","1,513.10","2,560.50",480,368,615.3,62,12.9,"3,795",389,"103,300"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000044,Portsmouth,All,353.1,"1,223.10",989.4,"1,494.80",386.2,313.5,470.6,98,25.4,"7,197",532,"150,700"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000038,Reading,All,321.1,"1,180.30",900.3,"1,518.70",410.2,314.5,525.8,62,15.1,"4,993",366,"114,000"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000026,Redbridge,All,260.7,762.6,583,979.7,249.4,191.2,319.7,62,24.9,"7,893",511,"196,000"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000003,Redcar and Cleveland,All,517.4,"1,907.10","1,476.90","2,419.80",410.1,320.9,516.5,72,17.6,"5,038",493,"95,300"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E09000027,Richmond upon Thames,All,262.4,"1,056.80",771.5,"1,411.50",295.3,216.9,392.6,47,15.9,"4,475",354,"134,900"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E08000005,Rochdale,All,484.8,"1,253.00",992.1,"1,560.00",341.1,272.1,422.3,84,24.6,"7,260",712,"146,900"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E08000018,Rotherham,All,480.3,"1,440.10","1,192.60","1,723.00",351.3,292,419.2,123,35,"9,763",873,"181,800"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E06000017,Rutland,All,381.1,"1,748.60",964,"2,905.70",373.2,208.9,615.5,15,4,947,97,"25,500"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E08000006,Salford,All,470.2,"1,503.00","1,262.20","1,775.70",442.4,372.9,521.2,143,32.3,"8,965",798,"169,700"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E08000028,Sandwell,All,467.6,"1,361.60","1,144.60","1,607.20",382.4,322.5,450.2,144,37.7,"12,425",996,"213,000"
2012/13,Deaths: 1/4/2012 to 31/3/2013; In contact with secondary mental health services: 1/4/2010 to 31/3/2013,Upper tier local authority,E08000014,Sefton,All,514.2,"1,633.40","1,376.00","1,924.40",368.6,311.4,433.3,147,39.9,"10,251",981,"190,800"
